otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu1398	5	4	3	2	2	0	12	17	20	5
otu2752	4	5	9	2	7	1	0	15	20	3
otu1758	20	1	4	1	13	18	12	2	14	7
otu1810	1	15	9	7	4	18	18	10	2	5
otu1463	9	11	16	0	15	14	10	3	10	11
otu1919	14	11	3	15	2	0	2	19	12	9
otu1898	13	13	5	2	19	7	1	9	0	11
otu793	0	14	5	19	3	10	15	18	7	4
otu289	15	7	18	17	1	7	20	14	1	18
otu1848	0	6	6	6	11	0	20	14	2	12
otu2857	1	1	6	10	9	13	15	4	4	13
otu836	1	20	0	16	10	3	17	2	3	2
otu400	17	17	9	13	2	15	5	3	20	11
otu1385	14	13	3	6	0	3	18	4	12	6
otu1145	19	4	15	18	11	20	0	20	11	5
otu1372	13	10	12	17	15	4	19	20	4	4
otu175	2	14	0	16	5	10	2	3	19	2
otu2399	10	12	16	9	12	20	8	8	5	19
otu1979	8	6	16	14	0	9	16	1	13	19
otu1853	4	4	14	3	9	1	0	14	9	8
otu1981	3	1	13	17	3	16	1	4	12	5
otu2631	9	10	18	6	9	17	19	15	19	1
otu2199	15	7	6	1	0	7	9	17	19	2
otu1751	19	6	15	4	1	14	7	3	12	18
otu807	14	16	5	15	0	13	0	13	0	5
otu1326	8	9	9	16	1	19	17	19	17	1
otu2021	19	20	20	16	20	9	17	5	18	8
otu1718	15	15	13	0	8	8	4	4	16	1
otu2703	15	5	1	4	13	10	8	19	16	6
otu1774	9	11	2	5	6	1	16	16	0	1
otu696	0	15	1	18	10	1	3	11	10	14
otu1771	7	18	2	14	1	17	14	15	0	3
otu2435	20	2	19	20	0	14	18	13	2	7
otu1519	15	3	10	14	16	8	11	14	19	18
otu2675	7	12	15	0	20	14	0	3	16	4
otu1471	17	9	5	3	7	8	12	12	5	6
otu1410	18	9	8	16	12	17	10	13	10	19
otu2455	8	9	9	0	8	7	20	16	14	13
otu2953	15	9	6	9	12	5	8	3	10	16
otu1988	10	5	17	14	11	14	17	7	0	11
otu203	18	20	13	8	19	14	9	14	9	11
otu36	12	3	3	6	6	9	20	12	15	14
otu815	8	4	20	14	5	11	16	13	19	17
otu298	13	17	7	10	6	15	3	7	15	7
otu1532	20	1	16	18	17	19	1	17	16	1
otu2467	10	19	20	15	2	15	18	14	6	2
otu359	20	18	15	11	5	12	13	18	3	5
otu2296	18	16	10	10	4	14	17	18	3	14
otu1078	13	11	5	14	9	14	5	11	15	12
otu2161	1	12	10	1	1	14	2	9	10	0
otu2119	19	0	17	8	8	4	20	15	11	13
otu1525	14	1	17	8	5	12	3	9	14	1
otu450	20	15	16	6	2	16	19	12	7	13
otu2892	6	6	18	20	19	18	0	1	20	19
otu2507	19	14	0	12	18	16	1	2	0	4
otu2669	18	2	17	18	18	7	18	1	4	9
otu2302	1	13	6	13	16	2	8	1	19	10
otu467	8	6	19	4	19	19	15	1	6	11
otu1513	18	8	19	16	8	11	7	6	12	9
otu1779	11	0	8	10	17	16	2	3	5	4
otu860	5	2	20	2	15	1	20	5	20	6
otu2591	4	15	6	0	8	7	16	12	12	5
otu19	14	17	8	9	5	9	7	16	4	6
otu1295	8	12	14	15	5	13	3	14	7	12
otu492	18	14	18	1	2	3	14	3	18	0
otu573	7	0	16	16	19	3	13	7	14	3
otu2825	10	6	10	16	19	6	4	13	18	2
otu2272	11	2	1	12	16	1	6	18	0	5
otu1635	16	5	14	15	12	15	11	14	14	2
otu560	16	6	6	9	11	6	8	14	13	1
otu2853	10	6	15	6	13	2	19	17	7	15
otu2355	14	6	14	10	6	14	20	9	18	11
otu1756	10	13	5	7	12	5	12	17	12	10
otu2050	10	12	0	13	0	16	6	8	5	16
otu2859	18	18	3	1	18	6	9	10	8	4
otu2282	5	19	18	5	10	4	20	6	17	17
otu116	16	13	20	5	14	14	16	14	5	2
otu550	3	16	7	19	7	13	16	2	13	16
otu2993	19	4	6	6	15	13	2	0	15	0
otu2709	1	9	10	9	11	4	7	7	3	15
otu1509	11	12	10	19	7	6	6	8	4	17
otu1165	6	10	14	4	4	13	19	1	10	13
otu2928	11	11	20	7	3	20	9	19	12	17
otu2345	4	16	4	12	16	14	7	20	12	1
otu184	13	8	18	3	20	13	7	16	19	20
otu1067	18	10	6	10	12	8	6	20	15	2
otu1959	11	18	0	16	2	1	12	7	7	14
otu2430	8	13	7	9	0	17	3	20	3	8
otu2626	17	19	0	5	14	0	1	16	8	14
otu1594	9	1	17	4	7	4	8	15	2	8
otu2672	1	11	4	11	18	0	2	19	7	7
otu600	17	20	0	10	20	9	18	11	3	9
otu1057	16	16	0	8	19	3	12	11	6	19
otu580	18	1	17	10	17	14	15	16	19	10
otu657	3	14	13	4	17	16	15	17	1	2
otu2693	2	18	15	18	8	9	0	14	17	1
otu1011	20	11	1	10	7	12	14	14	13	11
otu1831	7	8	16	2	15	10	7	6	11	2
otu779	15	2	6	18	14	8	2	6	15	3
otu739	8	4	4	13	19	8	18	18	16	16
otu1593	8	3	17	16	7	12	9	10	19	10
otu1467	15	1	17	13	5	1	5	3	6	8
otu2866	20	3	0	20	17	3	13	10	19	19
otu2917	2	10	6	3	20	14	20	9	11	18
otu412	0	18	3	5	5	6	0	19	6	17
otu2610	9	0	1	17	1	17	16	2	13	18
otu897	16	20	9	10	6	3	2	9	13	19
otu2440	6	20	8	3	11	7	18	3	12	12
otu1243	9	5	17	1	5	14	18	15	6	9
otu1081	14	8	2	2	13	12	16	19	8	7
otu1475	15	1	0	0	15	4	19	10	6	0
otu1676	8	16	1	13	0	0	7	0	17	17
otu496	7	7	20	8	0	5	5	4	11	6
otu370	16	4	8	5	20	12	12	14	18	17
otu2037	3	1	16	3	9	10	20	14	6	10
otu2975	4	13	9	5	16	4	1	14	16	12
otu395	8	11	10	14	0	6	8	3	2	7
otu1615	7	0	14	16	12	18	15	6	20	11
otu777	20	3	19	20	4	13	0	7	15	8
otu1682	9	2	0	8	12	11	7	10	12	12
otu61	1	4	12	16	17	8	15	20	19	1
otu2380	18	17	15	16	2	3	6	3	7	12
otu1877	3	14	15	15	15	1	0	13	19	13
otu233	3	8	7	12	17	19	9	9	12	13
otu1324	1	6	0	8	4	7	13	11	11	20
otu2715	16	1	11	7	12	2	15	18	2	17
otu679	19	7	10	17	18	5	12	7	6	12
otu227	12	7	0	1	6	4	7	11	5	12
otu167	10	13	17	3	12	19	17	3	8	13
otu1940	0	15	13	6	11	19	4	14	11	13
otu2291	9	14	13	9	8	1	6	16	16	19
otu1666	8	4	15	9	11	1	2	1	7	5
otu2695	7	8	13	13	12	13	8	7	20	15
otu2275	19	15	5	7	17	9	7	13	14	5
otu737	20	14	14	8	18	3	15	14	10	0
otu1971	13	8	19	11	3	12	0	12	13	15
otu2522	13	10	18	8	5	8	4	16	13	4
otu2668	8	14	15	16	16	19	11	7	10	3
otu1552	7	0	13	6	2	18	8	4	12	11
otu2734	12	11	5	12	6	9	5	5	10	7
otu2114	1	19	18	12	6	16	18	18	20	16
otu2267	5	0	5	2	11	10	17	7	8	2
otu32	11	3	6	12	13	5	11	16	10	17
otu1960	14	10	19	18	12	10	13	16	5	16
otu1143	16	13	6	5	1	20	15	16	3	1
otu126	17	15	7	10	7	5	20	13	16	3
otu2414	5	3	14	11	19	14	1	15	13	11
otu2740	15	19	16	16	5	13	12	10	3	6
otu1738	20	7	19	7	8	12	19	3	8	3
otu281	1	18	16	7	9	17	18	17	19	5
otu97	3	9	11	18	8	8	9	10	0	18
otu1562	4	16	3	5	9	9	4	19	8	14
otu1694	11	7	13	6	8	10	3	7	17	12
otu2078	5	2	9	19	3	12	13	18	18	8
otu558	4	20	8	2	2	7	13	3	2	4
otu2554	13	16	19	0	5	11	15	19	4	0
otu2504	13	6	17	10	15	7	5	9	5	3
otu1559	6	5	15	2	6	15	2	19	4	4
otu2553	4	11	9	12	5	4	13	17	6	14
otu1764	8	15	7	15	2	5	18	6	14	11
otu805	15	4	10	4	10	19	14	7	4	0
otu2656	17	20	4	3	13	19	1	10	0	12
otu1605	6	10	7	9	12	16	4	18	13	11
otu2259	4	5	10	2	14	20	9	8	18	0
otu1439	17	0	11	15	18	19	20	19	15	6
otu455	19	15	8	8	2	1	14	15	14	19
otu1453	10	6	0	11	9	20	4	11	16	4
otu1610	10	15	13	3	7	16	8	14	5	1
otu1319	12	16	10	7	16	4	17	2	20	0
otu1659	8	2	17	1	7	10	16	7	16	11
otu1716	8	2	20	11	13	4	7	20	2	11
otu1456	19	1	1	4	15	20	2	6	11	16
otu1928	13	6	10	9	7	7	13	2	7	6
otu930	3	11	10	20	14	3	14	19	9	17
otu429	4	15	1	16	10	18	18	4	8	20
