otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu538	11	14	9	6	7	3	19	13	6	20
otu1997	14	9	3	19	5	7	17	8	8	16
otu1075	11	12	4	11	2	11	9	5	5	0
otu1411	2	2	3	18	14	13	17	6	14	10
otu2524	11	14	3	1	13	20	14	9	7	15
otu1917	14	17	0	4	5	12	5	8	19	7
otu2301	12	3	14	18	14	17	2	0	14	2
otu384	12	7	20	20	20	17	4	8	8	11
otu284	11	1	11	0	13	4	17	18	18	4
otu31	3	4	18	7	7	2	1	5	16	7
otu2900	16	9	2	4	12	4	1	19	14	1
otu2273	12	3	7	15	18	17	20	6	1	6
otu110	13	13	15	18	10	16	20	13	15	12
otu13	7	16	12	8	20	13	18	7	16	7
otu1037	12	11	13	17	20	13	19	13	2	14
otu2025	4	11	12	7	5	2	11	14	4	17
otu2357	10	10	13	14	16	13	20	14	7	17
otu2742	18	6	6	12	19	20	15	11	19	13
otu1350	1	15	16	7	13	5	1	1	9	18
otu1509	14	8	18	14	4	17	15	11	14	20
otu1500	18	15	8	2	18	4	15	10	2	0
otu99	0	8	10	10	9	19	7	0	18	9
otu1459	7	14	1	20	1	0	11	4	15	1
otu368	19	13	14	9	0	0	8	13	17	17
otu2179	5	10	3	3	2	20	17	19	19	11
otu2966	1	9	9	12	14	1	4	13	10	20
otu2345	0	3	2	5	8	7	3	0	4	10
otu1685	12	6	16	15	13	13	13	11	15	17
otu1712	7	5	14	13	8	2	13	6	20	0
otu1397	11	8	11	5	19	11	9	12	9	15
otu1877	10	17	8	17	2	0	9	10	7	10
otu2052	8	19	18	2	3	1	9	12	19	8
otu78	11	11	20	15	9	19	0	17	2	2
otu557	17	20	18	6	16	9	10	14	16	16
otu1374	17	16	20	9	4	5	9	8	7	17
otu762	8	19	7	17	0	0	12	15	17	10
otu2352	6	14	16	14	6	15	3	10	20	7
otu2776	13	18	15	19	10	7	3	2	7	4
otu504	11	12	17	4	11	12	3	7	0	17
otu1693	8	8	14	20	11	0	5	11	7	4
otu1760	3	19	7	6	3	3	19	18	14	12
otu2427	20	10	12	9	10	9	5	5	0	1
otu1465	18	17	1	17	1	12	10	9	6	20
otu2812	13	20	10	5	20	4	20	4	0	0
otu610	18	17	2	3	5	17	12	5	18	11
otu298	14	7	16	2	10	15	11	0	9	6
otu1585	6	14	8	19	0	9	4	16	15	15
otu2785	15	0	9	6	2	0	0	0	18	6
otu1358	3	6	9	8	9	14	18	2	1	19
otu1032	12	13	15	15	3	18	17	6	8	10
otu2431	1	0	0	14	0	1	14	14	13	18
otu1126	1	13	20	15	18	6	4	0	2	7
otu2768	4	17	7	8	9	4	11	13	6	12
otu1703	6	5	10	13	17	0	0	6	12	19
otu747	20	5	1	9	20	1	16	4	16	16
otu1066	19	8	8	2	12	14	20	0	8	4
otu521	17	5	4	0	0	5	4	11	19	8
otu1481	9	5	11	9	16	3	15	11	11	20
otu1925	4	4	3	19	10	7	5	6	10	11
otu795	12	5	12	17	3	1	19	20	19	3
otu642	15	2	9	3	0	16	14	14	16	16
otu962	13	1	3	19	15	10	4	1	1	1
otu657	2	8	17	17	18	11	0	6	17	2
otu1121	15	20	9	10	9	12	13	7	3	1
otu1627	14	6	8	14	10	10	13	18	14	19
otu530	7	18	8	6	12	6	17	14	3	8
otu139	14	1	20	14	13	15	11	3	12	10
otu2726	20	9	7	9	17	10	5	16	7	15
otu2192	16	17	9	16	5	9	10	11	0	7
otu1366	16	19	5	10	11	17	3	4	0	11
otu808	4	10	5	16	7	16	9	5	0	13
otu162	16	5	3	14	5	3	14	10	8	13
otu1192	0	4	4	0	17	8	7	13	6	19
otu944	9	5	20	8	20	7	11	10	2	0
otu2087	4	8	8	18	3	14	19	19	0	16
otu1621	0	20	4	12	5	18	7	13	6	10
otu2108	9	13	4	13	17	4	19	19	6	13
otu1516	11	5	13	14	16	0	7	2	14	11
otu2412	7	1	4	15	7	2	9	19	13	2
otu2763	13	7	0	16	5	1	11	18	0	5
otu1242	0	20	13	16	17	16	2	3	20	10
otu2958	15	7	11	10	12	11	13	15	4	10
otu1100	20	16	1	8	13	13	18	11	13	5
otu1814	12	20	3	8	7	20	13	11	19	2
otu2360	12	5	17	9	20	10	12	17	9	0
otu267	17	10	5	20	7	12	3	8	17	5
otu2952	7	7	7	20	14	16	12	10	4	18
otu2225	13	5	18	20	3	15	17	5	11	1
otu2512	12	20	5	13	14	14	18	5	2	7
otu2055	0	12	3	8	13	20	15	12	8	7
otu1072	9	2	3	4	16	11	18	16	2	5
otu876	11	0	10	17	16	18	3	17	11	6
otu2350	1	11	16	14	1	1	10	13	17	19
otu2274	12	9	1	17	0	3	7	20	12	6
otu350	0	18	18	2	11	18	5	12	1	18
otu1501	6	9	8	19	19	18	17	0	20	9
otu908	2	15	11	10	9	13	0	13	17	6
otu1836	12	15	4	13	20	9	12	15	17	8
otu2437	20	19	2	17	16	14	11	0	8	4
otu1849	14	17	20	1	16	16	15	15	9	4
otu1077	17	1	5	14	19	15	16	1	9	4
otu773	5	4	6	19	11	0	10	3	1	18
otu1425	9	12	1	4	4	17	0	12	9	5
otu2399	11	0	20	10	5	2	3	18	13	10
otu1744	14	8	11	11	9	2	15	8	2	8
otu1599	10	3	17	17	18	14	15	17	2	2
otu145	2	8	5	17	2	1	2	6	0	13
otu1250	15	2	19	7	3	1	18	5	20	16
otu1981	11	15	10	18	18	19	10	16	7	18
otu2243	5	18	4	9	5	9	2	10	7	19
otu2828	3	0	12	13	3	12	4	4	11	12
otu2493	18	17	15	0	15	11	8	18	12	20
otu118	11	12	16	12	11	16	6	13	11	8
otu1282	17	18	15	18	9	16	3	19	6	7
otu756	12	20	12	7	5	11	18	16	13	18
otu554	9	4	16	4	7	17	0	11	9	8
otu450	17	4	15	11	3	18	18	5	19	11
otu131	20	13	4	8	10	3	3	18	16	14
otu2830	11	20	5	2	6	10	6	2	0	3
otu2361	20	17	3	13	10	13	2	2	2	15
otu1929	17	1	9	18	16	19	1	8	14	16
otu984	16	10	0	20	9	6	16	16	17	1
otu875	7	20	11	15	18	11	10	1	10	17
otu2471	16	9	1	2	10	7	6	6	8	10
otu2580	8	15	3	3	10	10	19	3	4	9
otu471	16	18	11	10	12	2	13	1	9	13
otu2750	16	5	13	19	19	15	13	11	9	13
otu1858	7	16	11	19	12	16	8	7	0	1
otu814	16	1	9	8	15	0	8	15	16	10
otu1153	2	20	6	16	15	5	2	19	15	11
otu2434	15	14	11	7	12	3	17	8	12	0
otu227	1	18	17	6	19	7	3	19	0	20
otu2505	2	19	11	5	4	3	10	7	2	8
otu1611	4	18	17	19	9	4	17	14	14	5
otu2418	14	5	13	6	20	14	2	0	8	6
otu1163	14	15	12	20	1	15	14	7	12	15
otu2282	15	9	12	12	0	7	18	7	18	2
otu461	6	18	15	11	9	11	10	2	15	1
otu310	0	7	7	5	7	10	0	18	8	16
otu2528	4	2	14	1	1	10	12	19	6	2
otu2034	4	9	17	11	13	10	8	4	12	6
otu2733	20	6	1	19	14	7	14	2	13	7
otu878	0	19	19	20	7	5	10	10	14	10
otu2137	6	2	15	20	14	15	9	5	14	8
otu2411	14	2	8	14	20	16	19	2	9	4
otu2983	4	10	8	15	12	8	6	19	11	18
otu1237	15	15	17	9	20	5	14	5	9	5
otu1482	18	6	13	6	19	10	1	18	18	9
otu2944	1	4	17	4	1	0	6	4	5	20
otu2535	20	5	10	12	18	4	6	12	14	7
otu1528	18	6	3	0	15	4	10	17	19	8
otu2694	8	11	8	11	5	13	10	16	19	5
otu2934	11	16	19	8	1	18	12	8	20	20
otu1959	9	3	16	18	8	18	18	13	15	13
otu1874	1	8	12	17	10	12	3	14	8	11
otu1203	3	16	19	1	0	16	12	4	4	15
otu2045	8	1	4	17	7	1	5	14	13	3
otu1477	1	20	17	14	3	11	8	2	6	16
otu2582	20	17	19	3	1	20	4	2	1	2
otu1815	13	13	19	2	15	4	15	8	16	19
otu2194	19	6	8	1	20	14	9	12	5	5
otu1726	8	13	9	14	4	5	3	20	7	7
otu782	12	10	11	19	5	17	8	11	12	15
otu481	7	0	13	0	4	16	8	8	14	0
otu1357	7	5	1	9	8	3	3	6	18	7
otu2647	12	3	8	3	14	9	6	19	8	18
otu198	12	11	12	0	12	15	8	2	10	2
otu385	16	13	18	8	16	13	19	4	3	0
otu2971	0	5	13	14	13	8	19	15	13	17
otu1486	4	10	12	15	2	3	14	11	15	14
otu164	10	2	4	11	20	17	8	12	12	4
otu2082	18	2	10	15	3	20	7	9	16	19
otu1040	16	2	16	5	9	5	8	4	16	10
otu859	4	1	6	0	18	6	19	1	0	1
otu2181	7	20	1	0	13	6	5	17	18	14
